1,1,0.0011552333333333332,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
8,1,0.007706660000000001,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
8,2,0.007819933333333333,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
9,1,0.008273173333333333,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
9,2,0.008404340000000001,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
10,1,0.008842033333333334,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
10,2,0.008941646666666667,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
11,1,0.009373066666666667,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
11,2,0.009481433333333334,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
12,1,0.009917053333333333,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
12,2,0.0100693,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
13,1,0.0104928,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
13,2,0.010601186666666667,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
14,1,0.011034466666666666,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
14,2,0.01124064,IAMhaggler2011@13,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
15,1,0.011702839999999999,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
15,2,0.011985366666666667,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
16,1,0.01244842,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
16,2,0.0125828,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
17,1,0.01307578,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
17,2,0.013218453333333333,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
18,1,0.015112766666666666,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
18,2,0.015195386666666666,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
19,1,0.015652573333333333,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
19,2,0.015732006666666666,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
20,1,0.016191173333333333,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
20,2,0.016397933333333333,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
21,1,0.016876433333333333,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
21,2,0.017017446666666665,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
22,1,0.017460806666666665,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
22,2,0.017613686666666666,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
23,1,0.018109133333333336,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
23,2,0.018456213333333336,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
24,1,0.01887676,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
24,2,0.018958106666666665,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
25,1,0.019370753333333334,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
25,2,0.0195204,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
26,1,0.019946766666666668,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
26,2,0.02004042,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
27,1,0.020487146666666668,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
27,2,0.02076856,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
28,1,0.021187613333333334,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
28,2,0.021345313333333334,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
29,1,0.021782086666666665,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
29,2,0.02195716,IAMhaggler2011@13,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
30,1,0.022375053333333332,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
30,2,0.02248817333333333,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
31,1,0.022924726666666666,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
31,2,0.02303640666666667,IAMhaggler2011@13,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
32,1,0.02360060666666667,boa-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_BS-C..Users.Gustavo.Luchetti.Documents.Git.Repos.uu.mas.agent.out.production.uu.mas.agent.bilateralexamples.Group7_AS_first reservation value_abs_thresh_amount of opponent bids used_time to start declining_rate of decline-negotiator.boaframework.opponentmodel.IAMhagglerBayesianModel_b_u-negotiator.boaframework.omstrategy.BestBid_t@12,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
32,2,0.02373614,IAMhaggler2011@13,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
